,geometry,Year,wetdry
2604,POINT (563014.7375963468 3477264.3230002723),2019.0,wet
2605,POINT (563018.015134199 3477260.5470572608),2019.0,wet
2606,POINT (563022.1413258165 3477258.646481026),2019.0,wet
2607,POINT (563027.1412347546 3477258.6766573577),2019.0,wet
2608,POINT (563030.8791765553 3477255.9181059566),2019.0,wet
2609,POINT (563034.1567300456 3477252.142176519),2019.0,wet
2610,POINT (563037.4342835359 3477248.3662470817),2019.0,wet
2611,POINT (563040.7118370262 3477244.5903176437),2019.0,wet
2612,POINT (563043.9893905165 3477240.814388206),2019.0,wet
2613,POINT (563047.2669440069 3477237.0384587687),2019.0,wet
2614,POINT (563050.5444974971 3477233.262529331),2019.0,wet
2615,POINT (563053.8220509875 3477229.4865998933),2019.0,wet
2616,POINT (563058.1695628335 3477228.0751026585),2019.0,wet
2764,POINT (564143.1678632835 3477101.264550482),2019.0,dry
2765,POINT (564147.7840409654 3477102.11646422),2019.0,dry
2766,POINT (564151.0153858338 3477105.9320127177),2019.0,dry
2767,POINT (564154.2467307022 3477109.747561216),2019.0,dry
2768,POINT (564157.4780755705 3477113.563109714),2019.0,dry
2769,POINT (564160.709420439 3477117.3786582123),2019.0,dry
2770,POINT (564163.9407653074 3477121.1942067104),2019.0,dry
2771,POINT (564164.5321884662 3477125.9682306973),2019.0,dry
2772,POINT (564164.5014675664 3477130.9681363194),2019.0,dry
2773,POINT (564166.9392126033 3477135.071821329),2019.0,dry
2774,POINT (564170.170545215 3477138.8873802074),2019.0,dry
2775,POINT (564173.4018778267 3477142.7029390857),2019.0,dry
2776,POINT (564176.6332104383 3477146.518497964),2019.0,dry
2777,POINT (564179.86454305 3477150.3340568417),2019.0,dry
2778,POINT (564181.9573012699 3477154.5629943553),2019.0,dry
2779,POINT (564181.9265716992 3477159.5628999234),2019.0,dry
2780,POINT (564182.8629653368 3477164.211677229),2019.0,dry
2781,POINT (564186.0942831123 3477168.0272486713),2019.0,dry
2782,POINT (564189.3256008879 3477171.842820114),2019.0,dry
2783,POINT (564192.5569186633 3477175.6583915567),2019.0,dry
2784,POINT (564195.7882364389 3477179.473962999),2019.0,dry
2785,POINT (564199.0195542144 3477183.2895344417),2019.0,dry
2786,POINT (564202.25087199 3477187.1051058844),2019.0,dry
2787,POINT (564205.4821897655 3477190.920677327),2019.0,dry
2788,POINT (564209.0406241061 3477194.0362109966),2019.0,dry
2789,POINT (564214.0405295562 3477194.066959813),2019.0,dry
2790,POINT (564219.0404350064 3477194.0977086285),2019.0,dry
2791,POINT (564224.0403404565 3477194.1284574447),2019.0,dry
2792,POINT (564229.0402459067 3477194.159206261),2019.0,dry
2793,POINT (564234.0401513568 3477194.1899550767),2019.0,dry
2794,POINT (564237.4397570956 3477197.6453626384),2019.0,dry
2795,POINT (564240.6710549096 3477201.460950986),2019.0,dry
2796,POINT (564244.2578402669 3477204.515795493),2019.0,dry
2797,POINT (564249.2577456129 3477204.5465612444),2019.0,dry
2798,POINT (564254.2576509588 3477204.5773269963),2019.0,dry
2799,POINT (564259.2575563048 3477204.6080927476),2019.0,dry
2800,POINT (564264.2574616508 3477204.6388584995),2019.0,dry
2801,POINT (564269.2573669967 3477204.669624251),2019.0,dry
2802,POINT (564272.6285831301 3477208.1857695696),2019.0,dry
2803,POINT (564275.8598661398 3477212.001370454),2019.0,dry
2804,POINT (564279.4750175361 3477214.995499334),2019.0,dry
2805,POINT (564284.4749228037 3477215.026277807),2019.0,dry
2806,POINT (564288.6665474905 3477216.786750801),2019.0,dry
2807,POINT (564291.8978092322 3477220.6023696964),2019.0,dry
2808,POINT (564295.1290709741 3477224.417988592),2019.0,dry
2809,POINT (564298.3603327158 3477228.2336074873),2019.0,dry
2810,POINT (564301.5915944575 3477232.049226383),2019.0,dry
2811,POINT (564304.8228561993 3477235.8648452787),2019.0,dry
2812,POINT (564308.0541179411 3477239.680464174),2019.0,dry
2813,POINT (564311.2853796829 3477243.4960830696),2019.0,dry
2814,POINT (564314.5166414246 3477247.3117019655),2019.0,dry
2815,POINT (564317.7479031665 3477251.127320861),2019.0,dry
2816,POINT (564320.9791649082 3477254.9429397564),2019.0,dry
2817,POINT (564324.21042665 3477258.758558652),2019.0,dry
2818,POINT (564327.4416883917 3477262.5741775474),2019.0,dry
2819,POINT (564330.6729501336 3477266.3897964433),2019.0,dry
2820,POINT (564333.9042118753 3477270.2054153387),2019.0,dry
2821,POINT (564337.135473617 3477274.021034234),2019.0,dry
2822,POINT (564339.60338015 3477278.1137874518),2019.0,dry
2823,POINT (564339.5725737584 3477283.113692547),2019.0,dry
2824,POINT (564340.1336690136 3477287.898710891),2019.0,dry
2825,POINT (564343.3649107601 3477291.7143467194),2019.0,dry
2826,POINT (564346.5961525064 3477295.529982548),2019.0,dry
2827,POINT (564348.2693628372 3477299.911252643),2019.0,dry
2828,POINT (564348.2385520691 3477304.911157712),2019.0,dry
2829,POINT (564349.5943203002 3477309.407674779),2019.0,dry
2830,POINT (564352.8255549466 3477313.2233166206),2019.0,dry
2831,POINT (564356.0567895931 3477317.0389584615),2019.0,dry
2921,POINT (564420.6286039654 3477387.424333112),2019.0,dry
2922,POINT (564417.3505792763 3477391.199853492),2019.0,dry
2923,POINT (564414.0725545874 3477394.9753738716),2019.0,dry
2924,POINT (564410.7945298984 3477398.7508942517),2019.0,dry
2925,POINT (564407.5165052095 3477402.5264146314),2019.0,dry
2926,POINT (564404.2384805206 3477406.301935011),2019.0,dry
2927,POINT (564400.9604558316 3477410.077455391),2019.0,dry
2928,POINT (564396.2614751634 3477410.7118379315),2019.0,dry
2929,POINT (564103.8600843347 3477008.903963282),2019.0,dry
2930,POINT (564107.0914653359 3477012.719481179),2019.0,dry
2931,POINT (564110.3228463372 3477016.5349990767),2019.0,dry
2932,POINT (564112.3754007111 3477020.778522961),2019.0,dry
2933,POINT (564112.3447059039 3477025.7784287427),2019.0,dry
2934,POINT (564113.3213892312 3477030.4125791555),2019.0,dry
2935,POINT (564116.5527605548 3477034.228105249),2019.0,dry
2936,POINT (564119.7841318784 3477038.0436313422),2019.0,dry
2937,POINT (564123.015503202 3477041.8591574356),2019.0,dry
2938,POINT (564126.2468745256 3477045.674683529),2019.0,dry
2939,POINT (564129.4782458491 3477049.490209623),2019.0,dry
2940,POINT (564129.7701353327 3477054.3729897314),2019.0,dry
2941,POINT (564129.7394318553 3477059.37289546),2019.0,dry
2942,POINT (564132.4767560797 3477063.3678019536),2019.0,dry
2943,POINT (564135.7081177254 3477067.1833362435),2019.0,dry
2944,POINT (564138.4674596908 3477071.1702484293),2019.0,dry
2945,POINT (564138.4367517967 3477076.170154131),2019.0,dry
2946,POINT (564138.4060439027 3477081.1700598323),2019.0,dry
2947,POINT (564138.3753360088 3477086.169965534),2019.0,dry
2948,POINT (564138.4737554691 3477091.1229886725),2019.0,dry
2949,POINT (564141.7051080735 3477094.938530619),2019.0,dry
2950,POINT (564144.9364606781 3477098.754072565),2019.0,dry
2987,POINT (563921.8218996222 3476855.985641422),2019.0,dry
2988,POINT (563925.0533772684 3476859.801077469),2019.0,dry
2989,POINT (563928.2848549146 3476863.616513515),2019.0,dry
2990,POINT (563933.1533852806 3476863.9282962424),2019.0,dry
2991,POINT (563938.1532915869 3476863.958905527),2019.0,dry
2992,POINT (563943.1531978932 3476863.989514812),2019.0,dry
2993,POINT (563947.4359679801 3476865.554947451),2019.0,dry
2994,POINT (563950.6674340396 3476869.3703933107),2019.0,dry
2995,POINT (563953.8989000992 3476873.18583917),2019.0,dry
2996,POINT (563958.3711879939 3476874.345670922),2019.0,dry
2997,POINT (563963.3710942352 3476874.3762908205),2019.0,dry
2998,POINT (563966.7059113135 3476877.9705340345),2019.0,dry
2999,POINT (563969.9373690012 3476881.7859869846),2019.0,dry
3000,POINT (563973.589157223 3476884.7018511444),2019.0,dry
3001,POINT (563978.5890633992 3476884.7324816575),2019.0,dry
3002,POINT (563983.5889695756 3476884.76311217),2019.0,dry
3003,POINT (563988.5888757518 3476884.7937426833),2019.0,dry
3004,POINT (563992.3199143035 3476887.539985029),2019.0,dry
3005,POINT (563995.5513604042 3476891.3554477924),2019.0,dry
3006,POINT (563998.8069091573 3476895.1193265566),2019.0,dry
3007,POINT (564003.8068152686 3476895.149967683),2019.0,dry
3008,POINT (564008.3583451936 3476896.140209839),2019.0,dry
3009,POINT (564011.5897777653 3476899.95568406),2019.0,dry
3010,POINT (564014.8212103371 3476903.7711582817),2019.0,dry
3011,POINT (564018.052642909 3476907.586632503),2019.0,dry
3012,POINT (564021.2840754808 3476911.402106724),2019.0,dry
3013,POINT (564024.5155080525 3476915.2175809457),2019.0,dry
3014,POINT (564027.7469406244 3476919.033055167),2019.0,dry
3015,POINT (564030.9783731962 3476922.8485293887),2019.0,dry
3016,POINT (564034.460816785 3476926.126799887),2019.0,dry
3017,POINT (564039.4607227914 3476926.1574581102),2019.0,dry
3018,POINT (564043.7853253647 3476927.6333606406),2019.0,dry
3019,POINT (564047.016731515 3476931.448857239),2019.0,dry
3020,POINT (564050.2481376652 3476935.2643538374),2019.0,dry
3021,POINT (564053.4795438155 3476939.0798504357),2019.0,dry
3022,POINT (564056.7109499658 3476942.895347034),2019.0,dry
3023,POINT (564059.9423561161 3476946.710843632),2019.0,dry
3024,POINT (564063.1737622664 3476950.5263402304),2019.0,dry
3025,POINT (564066.4051684167 3476954.3418368287),2019.0,wet
3026,POINT (564069.636574567 3476958.157333427),2019.0,wet
3027,POINT (564072.8679807172 3476961.9728300255),2019.0,wet
3028,POINT (564076.0993868675 3476965.788326624),2019.0,wet
3029,POINT (564079.3307930178 3476969.603823222),2019.0,wet
3030,POINT (564082.562199168 3476973.4193198206),2019.0,wet
3031,POINT (564085.7936053184 3476977.234816419),2019.0,wet
3032,POINT (564089.0250114687 3476981.0503130173),2019.0,wet
3033,POINT (564092.256417619 3476984.8658096157),2019.0,wet
3034,POINT (564094.9702093684 3476988.869243042),2019.0,wet
3035,POINT (564094.9395232314 3476993.8691488774),2019.0,wet
3036,POINT (564095.2550034779 3476998.743368718),2019.0,wet
3037,POINT (564098.4863896364 3477002.558882247),2019.0,wet
3038,POINT (564101.7177757949 3477006.374395777),2019.0,wet
3106,POINT (563206.708526297 3476992.2111252495),2019.0,dry
3107,POINT (563209.986185248 3476988.4352873554),2019.0,dry
3108,POINT (563213.2638441989 3476984.659449462),2019.0,dry
3109,POINT (563217.3754647875 3476982.726634587),2019.0,dry
3110,POINT (563222.3753731783 3476982.756901458),2019.0,dry
3111,POINT (563226.128113355 3476980.0309643764),2019.0,dry
3112,POINT (563229.4057829604 3476976.255135731),2019.0,dry
3113,POINT (563232.6834525656 3476972.4793070857),2019.0,dry
3114,POINT (563235.9611221709 3476968.7034784406),2019.0,dry
3115,POINT (563239.2387917762 3476964.927649795),2019.0,dry
3116,POINT (563243.0614493577 3476962.3562320606),2019.0,dry
3117,POINT (563248.0613576729 3476962.386511411),2019.0,dry
3118,POINT (563252.1030783053 3476960.299210034),2019.0,dry
3119,POINT (563255.3807585649 3476956.5233906372),2019.0,dry
3120,POINT (563258.6584388245 3476952.7475712406),2019.0,dry
3121,POINT (563263.4043298216 3476952.216483254),2019.0,dry
3122,POINT (563268.2450561044 3476951.8949793107),2019.0,dry
3123,POINT (563271.5227445274 3476948.1191670005),2019.0,dry
3124,POINT (563274.8004329506 3476944.3433546904),2019.0,dry
3125,POINT (563278.7473219729 3476942.0464767204),2019.0,dry
3126,POINT (563283.7472301871 3476942.0767727634),2019.0,dry
3127,POINT (563287.6647526576 3476939.7149814824),2019.0,dry
3128,POINT (563290.9424567166 3476935.9391827458),2019.0,dry
3129,POINT (563294.2201607755 3476932.1633840087),2019.0,dry
3130,POINT (563297.4978648343 3476928.3875852716),2019.0,dry
3131,POINT (563300.7755688932 3476924.6117865345),2019.0,dry
3132,POINT (563304.0532729521 3476920.8359877975),2019.0,dry
3133,POINT (563307.3309770109 3476917.0601890604),2019.0,dry
3134,POINT (563310.6086810698 3476913.2843903233),2019.0,dry
3135,POINT (563313.8863851287 3476909.5085915863),2019.0,dry
3136,POINT (563317.1640891876 3476905.7327928497),2019.0,dry
3137,POINT (563320.4417932464 3476901.9569941126),2019.0,dry
3138,POINT (563325.1197148553 3476901.2757124393),2019.0,dry
3139,POINT (563330.0284311848 3476901.1044919672),2019.0,dry
3140,POINT (563333.3061508791 3476897.328706803),2019.0,dry
3141,POINT (563336.5838705733 3476893.552921639),2019.0,dry
3142,POINT (563340.462781378 3476891.105795427),2019.0,dry
3143,POINT (563345.462689403 3476891.1361226686),2019.0,dry
3144,POINT (563350.462597428 3476891.16644991),2019.0,dry
3145,POINT (563355.4625054529 3476891.1967771514),2019.0,dry
3146,POINT (563358.9967116552 3476894.3644720437),2019.0,dry
3147,POINT (563362.2283872986 3476898.1797403875),2019.0,dry
3161,POINT (563418.0027988412 3476877.9285337427),2019.0,dry
3162,POINT (563418.0331596681 3476872.9286259217),2019.0,dry
3163,POINT (563416.026698659 3476868.668405196),2019.0,dry
3164,POINT (563412.795036482 3476864.853125446),2019.0,dry
3165,POINT (563409.5633743049 3476861.0378456954),2019.0,dry
3166,POINT (563412.323870324 3476857.2589587043),2019.0,dry
3167,POINT (563415.6016358145 3476853.4832132957),2019.0,dry
3168,POINT (563418.8794013051 3476849.7074678876),2019.0,dry
3169,POINT (563422.1571667958 3476845.931722479),2019.0,dry
3170,POINT (563425.4349322864 3476842.155977071),2019.0,dry
3171,POINT (563428.712697777 3476838.380231662),2019.0,dry
3172,POINT (563431.9904632675 3476834.604486254),2019.0,dry
3173,POINT (563435.2682287582 3476830.828740846),2019.0,dry
3174,POINT (563438.5459942488 3476827.0529954373),2019.0,dry
3175,POINT (563441.8237597394 3476823.277250029),2019.0,dry
3176,POINT (563445.10152523 3476819.5015046205),2019.0,dry
3177,POINT (563448.3792907207 3476815.7257592124),2019.0,dry
3178,POINT (563451.6570562113 3476811.9500138042),2019.0,dry
3179,POINT (563455.6256979926 3476809.7011813694),2019.0,dry
3180,POINT (563460.6256057018 3476809.7315606326),2019.0,dry
3181,POINT (563464.5215135323 3476807.32196039),2019.0,dry
3182,POINT (563467.7992996386 3476803.5462328787),2019.0,dry
3183,POINT (563471.077085745 3476799.770505367),2019.0,dry
3184,POINT (563474.3548718515 3476795.9947778555),2019.0,dry
3185,POINT (563477.632657958 3476792.219050344),2019.0,dry
3186,POINT (563481.3122434143 3476789.3313537156),2019.0,dry
3187,POINT (563486.3121510348 3476789.3617475647),2019.0,dry
3188,POINT (563491.3120586554 3476789.392141414),2019.0,dry
3189,POINT (563496.3119662759 3476789.422535263),2019.0,dry
3190,POINT (563500.0838329453 3476786.738779351),2019.0,dry
3191,POINT (563503.3616328862 3476782.9630638496),2019.0,dry
3192,POINT (563506.6553194474 3476779.2224601954),2019.0,dry
3193,POINT (563511.6552270043 3476779.2528644972),2019.0,dry
3194,POINT (563516.2261325194 3476778.3351037987),2019.0,dry
3195,POINT (563519.5039480944 3476774.5594018693),2019.0,dry
3196,POINT (563522.7817636696 3476770.7836999404),2019.0,dry
3197,POINT (563526.0595792446 3476767.0079980115),2019.0,dry
3198,POINT (563529.3373948196 3476763.2322960827),2019.0,dry
3199,POINT (563532.6152103947 3476759.456594154),2019.0,dry
3200,POINT (563535.8930259697 3476755.680892225),2019.0,dry
3201,POINT (563539.1708415448 3476751.905190296),2019.0,dry
3202,POINT (563542.4486571199 3476748.129488367),2019.0,dry
3203,POINT (563545.7264726949 3476744.3537864382),2019.0,dry
3204,POINT (563549.0042882699 3476740.5780845094),2019.0,dry
3205,POINT (563553.0287887504 3476738.4526880216),2019.0,dry
3206,POINT (563558.0286961811 3476738.4831130668),2019.0,dry
3207,POINT (563561.8688258226 3476735.9502103506),2019.0,dry
3208,POINT (563565.1466570311 3476732.174521994),2019.0,dry
3209,POINT (563568.4244882398 3476728.398833637),2019.0,dry
3210,POINT (563573.3720312588 3476728.313533722),2019.0,dry
3211,POINT (563578.371938626 3476728.343969219),2019.0,dry
3212,POINT (563583.3718459932 3476728.3744047163),2019.0,dry
3213,POINT (563587.5979296771 3476726.694532254),2019.0,dry
3214,POINT (563590.8757722303 3476722.918853746),2019.0,dry
3215,POINT (563594.1536147835 3476719.143175238),2019.0,dry
3216,POINT (563598.7152095551 3476718.2048632903),2019.0,dry
3217,POINT (563603.7151168202 3476718.235315559),2019.0,dry
3218,POINT (563608.7150240852 3476718.265767828),2019.0,dry
3219,POINT (563613.7149313503 3476718.296220097),2019.0,dry
3220,POINT (563618.7148386154 3476718.326672366),2019.0,dry
3221,POINT (563623.7147458805 3476718.357124635),2019.0,dry
3222,POINT (563628.7146531455 3476718.387576904),2019.0,dry
3223,POINT (563632.4679156882 3476721.086352394),2019.0,dry
3224,POINT (563635.6995246671 3476724.9016772043),2019.0,dry
3225,POINT (563638.9330987711 3476728.712795876),2019.0,dry
3226,POINT (563643.9330059073 3476728.743269291),2019.0,dry
3227,POINT (563648.9329130435 3476728.773742706),2019.0,dry
3228,POINT (563653.9328201798 3476728.804216121),2019.0,dry
3229,POINT (563658.932727316 3476728.8346895357),2019.0,dry
3230,POINT (563663.9326344522 3476728.8651629505),2019.0,dry
3231,POINT (563668.9325415886 3476728.8956363653),2019.0,dry
3232,POINT (563673.9324487248 3476728.92610978),2019.0,dry
3233,POINT (563677.2336372564 3476732.5924846814),2019.0,dry
3234,POINT (563680.4652282194 3476736.407824751),2019.0,dry
3235,POINT (563684.150847194 3476739.251377128),2019.0,dry
3236,POINT (563689.150754227 3476739.281867476),2019.0,dry
3237,POINT (563694.15066126 3476739.312357824),2019.0,dry
3238,POINT (563699.150568293 3476739.3428481715),2019.0,dry
3239,POINT (563702.8480563294 3476742.1609853343),2019.0,dry
3240,POINT (563706.0796357067 3476745.9763352172),2019.0,dry
3241,POINT (563709.3689371829 3476749.668139313),2019.0,dry
3242,POINT (563714.3688441513 3476749.698640275),2019.0,dry
3243,POINT (563718.8868283934 3476750.7606222173),2019.0,dry
3244,POINT (563722.1183942432 3476754.575983558),2019.0,dry
3245,POINT (563725.3499600929 3476758.3913448984),2019.0,dry
3246,POINT (563728.5815259428 3476762.206706239),2019.0,dry
3247,POINT (563731.8130917925 3476766.0220675794),2019.0,dry
3248,POINT (563735.0446576423 3476769.83742892),2019.0,dry
3249,POINT (563738.276223492 3476773.65279026),2019.0,dry
3250,POINT (563741.5077893418 3476777.4681516006),2019.0,dry
3251,POINT (563745.0238521341 3476780.6745939977),2019.0,dry
3252,POINT (563750.023758998 3476780.7051120526),2019.0,dry
3253,POINT (563754.3149533012 3476782.2525045075),2019.0,dry
3254,POINT (563757.5465030454 3476786.067879489),2019.0,dry
3255,POINT (563760.7780527896 3476789.883254471),2019.0,dry
3256,POINT (563764.0096025338 3476793.698629453),2019.0,dry
3257,POINT (563767.241152278 3476797.5140044345),2019.0,dry
3258,POINT (563770.4727020222 3476801.329379416),2019.0,dry
3259,POINT (563775.4602599208 3476801.386340802),2019.0,dry
3260,POINT (563780.0482940475 3476802.298406295),2019.0,dry
3261,POINT (563783.2798328421 3476806.1137905507),2019.0,dry
3262,POINT (563786.5113716366 3476809.9291748065),2019.0,dry
3263,POINT (563790.6784368793 3476811.742248106),2019.0,dry
3264,POINT (563795.6783436132 3476811.7727874694),2019.0,dry
3265,POINT (563799.3184928794 3476814.7136127916),2019.0,dry
3266,POINT (563802.5500233024 3476818.529004138),2019.0,dry
3267,POINT (563805.8965929758 3476822.0981780426),2019.0,dry
3268,POINT (563810.896499632 3476822.128730126),2019.0,dry
3269,POINT (563815.8964062881 3476822.1592822094),2019.0,dry
3270,POINT (563820.8963129444 3476822.189834293),2019.0,dry
3271,POINT (563825.8962196005 3476822.2203863766),2019.0,dry
3272,POINT (563830.8961262567 3476822.25093846),2019.0,dry
3273,POINT (563834.5082935422 3476825.2516412353),2019.0,dry
3274,POINT (563837.7398091641 3476829.0670451177),2019.0,dry
3275,POINT (563841.1143372603 3476832.5763634583),2019.0,dry
3276,POINT (563846.1142438258 3476832.6069303686),2019.0,dry
3277,POINT (563851.1141503913 3476832.6374972793),2019.0,dry
3278,POINT (563856.1140569568 3476832.66806419),2019.0,dry
3279,POINT (563860.122472675 3476834.820682433),2019.0,dry
3280,POINT (563863.3539767098 3476838.636096129),2019.0,dry
3281,POINT (563866.5854807446 3476842.4515098254),2019.0,dry
3282,POINT (563871.33214484 3476843.024096583),2019.0,dry
3283,POINT (563876.332051302 3476843.054680427),2019.0,dry
3284,POINT (563881.331957764 3476843.0852642707),2019.0,dry
3285,POINT (563886.3318642259 3476843.1158481147),2019.0,dry
3286,POINT (563891.331770688 3476843.1464319583),2019.0,dry
3287,POINT (563896.3316771499 3476843.1770158024),2019.0,dry
3288,POINT (563901.3315836119 3476843.207599646),2019.0,dry
3289,POINT (563904.8877514157 3476846.3281314834),2019.0,dry
3290,POINT (563908.1192374335 3476850.143560439),2019.0,dry
3291,POINT (563911.5497178814 3476853.5330950967),2019.0,dry
3292,POINT (563916.5496242526 3476853.5636937674),2019.0,dry
3433,POINT (563913.3727958341 3476810.020753832),2019.0,dry
3434,POINT (563911.2276254962 3476814.2234223234),2019.0,dry
3435,POINT (563911.1970291341 3476819.2233287087),2019.0,dry
3436,POINT (563911.166432772 3476824.223235094),2019.0,dry
3437,POINT (563911.1358364099 3476829.2231414793),2019.0,dry
3438,POINT (563911.1052400478 3476834.2230478646),2019.0,dry
3439,POINT (563911.0746436856 3476839.22295425),2019.0,dry
3440,POINT (563911.6676358772 3476843.996433001),2019.0,dry
3441,POINT (563914.8991186804 3476847.811864679),2019.0,dry
3442,POINT (563918.1306014835 3476851.627296358),2019.0,dry
3616,POINT (564112.5961053036 3476984.8275386933),2019.0,wet
3617,POINT (564111.4979874472 3476989.424985849),2019.0,wet
3618,POINT (564108.2200039616 3476993.2005420025),2019.0,wet
3619,POINT (564104.942020476 3476996.9760981556),2019.0,wet
3620,POINT (564103.6931187669 3477001.5166932303),2019.0,wet
3621,POINT (564103.6624283354 3477006.516599039),2019.0,wet
0,POINT (565743.2846125544 3479369.0827875617),2023.0,dry
1,POINT (565746.5149411468 3479372.8991965),2023.0,dry
2,POINT (565749.7452697393 3479376.715605438),2023.0,dry
3,POINT (565752.9755983318 3479380.5320143765),2023.0,dry
4,POINT (565756.2059269242 3479384.348423315),2023.0,dry
5,POINT (565759.4362555168 3479388.1648322535),2023.0,dry
6,POINT (565760.7330347089 3479392.682790191),2023.0,dry
7,POINT (565760.7015244196 3479397.6826909003),2023.0,dry
8,POINT (565762.4320790041 3479402.043267843),2023.0,dry
9,POINT (565765.662386288 3479405.859694817),2023.0,dry
10,POINT (565768.8926935719 3479409.676121792),2023.0,dry
11,POINT (565772.1230008558 3479413.492548766),2023.0,dry
12,POINT (565775.3533081397 3479417.308975741),2023.0,dry
13,POINT (565778.5836154236 3479421.125402715),2023.0,dry
14,POINT (565781.8139227076 3479424.94182969),2023.0,dry
15,POINT (565785.0442299915 3479428.758256664),2023.0,dry
16,POINT (565788.2745372754 3479432.5746836388),2023.0,dry
17,POINT (565791.5048445594 3479436.391110613),2023.0,dry
18,POINT (565794.7351518432 3479440.2075375877),2023.0,dry
19,POINT (565797.9654591271 3479444.023964562),2023.0,dry
20,POINT (565801.195766411 3479447.8403915367),2023.0,dry
21,POINT (565804.426073695 3479451.656818511),2023.0,dry
22,POINT (565807.6563809789 3479455.4732454857),2023.0,dry
23,POINT (565658.9770389441 3479317.2367149456),2023.0,dry
24,POINT (565663.9769399493 3479317.2681782357),2023.0,dry
25,POINT (565668.9768409545 3479317.299641526),2023.0,dry
26,POINT (565673.7095385602 3479317.902634683),2023.0,dry
27,POINT (565676.9399052052 3479321.7190114125),2023.0,dry
28,POINT (565680.1702718502 3479325.5353881414),2023.0,dry
29,POINT (565684.1923030462 3479327.6584539507),2023.0,dry
30,POINT (565689.1922039712 3479327.689929972),2023.0,dry
31,POINT (565694.1921048963 3479327.721405993),2023.0,dry
32,POINT (565699.1920058213 3479327.7528820145),2023.0,dry
33,POINT (565702.5497476734 3479331.296798845),2023.0,dry
34,POINT (565705.7801027191 3479335.113185392),2023.0,dry
35,POINT (565709.4075372946 3479338.0802544127),2023.0,dry
36,POINT (565714.4074381527 3479338.111741057),2023.0,dry
37,POINT (565718.5850055853 3479339.9021170647),2023.0,dry
38,POINT (565721.8153470864 3479343.7185150767),2023.0,dry
39,POINT (565725.0456885875 3479347.534913089),2023.0,dry
40,POINT (565728.2760300885 3479351.351311101),2023.0,dry
41,POINT (565731.5063715896 3479355.167709113),2023.0,dry
42,POINT (565734.7367130907 3479358.984107125),2023.0,dry
43,POINT (565737.9670545917 3479362.800505137),2023.0,dry
44,POINT (565741.1973960928 3479366.616903149),2023.0,dry
45,POINT (565270.2223265284 3479223.773772957),2023.0,dry
46,POINT (565273.4528586993 3479227.5900095706),2023.0,dry
47,POINT (565276.6833908701 3479231.4062461844),2023.0,dry
48,POINT (565281.0644501892 3479232.761337249),2023.0,dry
49,POINT (565286.0643522438 3479232.792633351),2023.0,dry
50,POINT (565291.0642542982 3479232.8239294533),2023.0,dry
51,POINT (565296.0641563527 3479232.855225555),2023.0,dry
52,POINT (565301.0640584071 3479232.886521657),2023.0,dry
53,POINT (565306.0639604615 3479232.917817759),2023.0,dry
54,POINT (565311.063862516 3479232.9491138607),2023.0,dry
65,POINT (565362.8549757426 3479240.1552636106),2023.0,dry
66,POINT (565366.2788845083 3479243.5578029053),2023.0,dry
67,POINT (565371.2787864038 3479243.5891243857),2023.0,dry
68,POINT (565375.6600860972 3479244.943697165),2023.0,dry
69,POINT (565378.8905731837 3479248.7599719437),2023.0,dry
70,POINT (565382.1210602701 3479252.576246722),2023.0,dry
71,POINT (565385.3515473565 3479256.3925215006),2023.0,dry
72,POINT (565388.5820344429 3479260.208796279),2023.0,dry
73,POINT (565391.8125215294 3479264.0250710575),2023.0,dry
74,POINT (565396.7104413405 3479264.2745659743),2023.0,dry
75,POINT (565401.7103430765 3479264.305912914),2023.0,dry
76,POINT (565406.7102448124 3479264.3372598537),2023.0,dry
77,POINT (565411.7101465483 3479264.3686067937),2023.0,dry
78,POINT (565416.7100482844 3479264.399953733),2023.0,dry
79,POINT (565421.7099500203 3479264.431300673),2023.0,dry
80,POINT (565426.7098517563 3479264.462647613),2023.0,dry
81,POINT (565431.7097534923 3479264.4939945526),2023.0,dry
82,POINT (565436.7096552282 3479264.5253414926),2023.0,dry
83,POINT (565441.7095569642 3479264.5566884326),2023.0,dry
84,POINT (565446.7094587001 3479264.588035372),2023.0,dry
85,POINT (565451.7093604362 3479264.619382312),2023.0,dry
86,POINT (565455.6042670904 3479267.014382913),2023.0,dry
87,POINT (565458.8347239085 3479270.8306833133),2023.0,dry
88,POINT (565462.0651807265 3479274.646983714),2023.0,dry
89,POINT (565466.9250591048 3479274.977870523),2023.0,dry
90,POINT (565471.9249606949 3479275.0092407325),2023.0,dry
91,POINT (565476.9248622849 3479275.0406109425),2023.0,dry
92,POINT (565481.2143700991 3479276.5915426784),2023.0,dry
93,POINT (565484.4448153181 3479280.4078528974),2023.0,dry
94,POINT (565487.675260537 3479284.2241631164),2023.0,dry
95,POINT (565492.1405312329 3479285.399139579),2023.0,dry
96,POINT (565497.1404327431 3479285.4305225187),2023.0,dry
97,POINT (565502.1403342533 3479285.461905459),2023.0,dry
98,POINT (565506.8244407815 3479286.1687819464),2023.0,dry
99,POINT (565510.0548744021 3479289.985101983),2023.0,dry
100,POINT (565513.2853080228 3479293.80142202),2023.0,dry
101,POINT (565517.3559734758 3479295.820475566),2023.0,dry
102,POINT (565522.3558748399 3479295.8518817765),2023.0,dry
103,POINT (565527.3557762039 3479295.8832879867),2023.0,dry
104,POINT (565532.355677568 3479295.914694197),2023.0,dry
